,movieid,moviename,genres
2483,347969,The Ridiculous 6,37
2484,24438,Did You Hear About the Morgans?,35
2485,116741,The Internship,35
2486,35791,Resident Evil: Afterlife,28
2487,35791,Resident Evil: Afterlife,12
2488,35791,Resident Evil: Afterlife,27
2489,35791,Resident Evil: Afterlife,878
2490,72431,Red Tails,18
2491,72431,Red Tails,28
2492,72431,Red Tails,12
2493,72431,Red Tails,36
2494,72431,Red Tails,10752
2495,1813,The Devil's Advocate,18
2496,1813,The Devil's Advocate,27
2497,1813,The Devil's Advocate,9648
2498,1813,The Devil's Advocate,53
2499,87428,That's My Boy,35
2500,8840,DragonHeart,14
2501,10589,After the Sunset,28
2502,10589,After the Sunset,35
2503,10589,After the Sunset,80
2504,10589,After the Sunset,18
2505,71676,Ghost Rider: Spirit of Vengeance,28
2506,71676,Ghost Rider: Spirit of Vengeance,14
2507,71676,Ghost Rider: Spirit of Vengeance,53
2508,1722,Captain Corelli's Mandolin,18
2509,1722,Captain Corelli's Mandolin,36
2510,1722,Captain Corelli's Mandolin,10749
2511,10022,The Pacifier,28
2512,10022,The Pacifier,35
2513,10022,The Pacifier,18
2514,10022,The Pacifier,10751
2515,10022,The Pacifier,53
2516,11358,Walking Tall,12
2517,11358,Walking Tall,18
2518,11358,Walking Tall,28
2519,11358,Walking Tall,53
2520,13,Forrest Gump,35
2521,13,Forrest Gump,18
2522,13,Forrest Gump,10749
2523,6477,Alvin and the Chipmunks,35
2524,6477,Alvin and the Chipmunks,10402
2525,6477,Alvin and the Chipmunks,10751
2526,6477,Alvin and the Chipmunks,14
2527,6477,Alvin and the Chipmunks,16
2528,1597,Meet the Parents,35
2529,1597,Meet the Parents,10749
2530,10530,Pocahontas,12
2531,10530,Pocahontas,16
2532,10530,Pocahontas,18
2533,10530,Pocahontas,10751
2534,1924,Superman,28
2535,1924,Superman,12
2536,1924,Superman,14
2537,1924,Superman,878
2538,9327,The Nutty Professor,14
2539,9327,The Nutty Professor,35
2540,9327,The Nutty Professor,10749
2541,9327,The Nutty Professor,878
2542,8488,Hitch,35
2543,8488,Hitch,18
2544,8488,Hitch,10749
2545,10603,George of the Jungle,12
2546,10603,George of the Jungle,35
2547,10603,George of the Jungle,10751
2548,10603,George of the Jungle,10749
2549,8273,American Wedding,35
2550,8273,American Wedding,10749
2551,109424,Captain Phillips,28
2552,109424,Captain Phillips,18
2553,109424,Captain Phillips,53
2554,35056,Date Night,35
2555,8839,Casper,14
2556,8839,Casper,35
2557,8839,Casper,10751
2558,156022,The Equalizer,53
2559,156022,The Equalizer,28
2560,156022,The Equalizer,80
2561,7303,Maid in Manhattan,35
2562,7303,Maid in Manhattan,18
2563,7303,Maid in Manhattan,10749
2564,8963,Crimson Tide,28
2565,8963,Crimson Tide,53
2566,8963,Crimson Tide,18
2567,1402,The Pursuit of Happyness,18
2568,9315,Flightplan,53
2569,9315,Flightplan,18
2570,9315,Flightplan,9648
2571,8984,Disclosure,18
2572,8984,Disclosure,53
2573,8984,Disclosure,80
2574,8984,Disclosure,9648
2575,8984,Disclosure,10749
2576,795,City of Angels,18
2577,795,City of Angels,14
2578,795,City of Angels,10749
2579,24,Kill Bill: Vol. 1,28
2580,24,Kill Bill: Vol. 1,80
2581,11353,Bowfinger,35
2582,393,Kill Bill: Vol. 2,28
2583,393,Kill Bill: Vol. 2,80
2584,393,Kill Bill: Vol. 2,53
2585,9618,Tango & Cash,28
2586,9618,Tango & Cash,12
2587,9618,Tango & Cash,35
2588,9374,Death Becomes Her,14
2589,9374,Death Becomes Her,35
2590,8584,Shanghai Noon,12
2591,8584,Shanghai Noon,28
2592,8584,Shanghai Noon,35
2593,8584,Shanghai Noon,37
2594,2320,Executive Decision,28
2595,2320,Executive Decision,12
2596,2320,Executive Decision,18
2597,2320,Executive Decision,53
2598,58224,Mr. Popper's Penguins,35
2599,58224,Mr. Popper's Penguins,10751
2600,1729,The Forbidden Kingdom,28
2601,1729,The Forbidden Kingdom,12
2602,1729,The Forbidden Kingdom,14
2603,175574,Free Birds,16
2604,175574,Free Birds,35
2605,175574,Free Birds,10751
2606,8077,Alien³,878
2607,8077,Alien³,28
2608,8077,Alien³,27
2609,8818,Evita,36
2610,8818,Evita,18
2611,8818,Evita,10402
2612,8195,Ronin,28
2613,8195,Ronin,53
2614,8195,Ronin,80
2615,8195,Ronin,12
2616,10586,The Ghost and the Darkness,12
2617,116149,Paddington,10751
2618,116149,Paddington,35
2619,80035,The Watch,35
2620,10632,The Hunted,18
2621,10632,The Hunted,28
2622,10632,The Hunted,53
2623,10632,The Hunted,80
2624,12117,Instinct,18
2625,12117,Instinct,9648
2626,12117,Instinct,53
2627,1792,Stuck on You,35
2628,13260,Semi-Pro,35
2629,72197,The Pirates! In an Adventure with Scientists!,16
2630,72197,The Pirates! In an Adventure with Scientists!,12
2631,72197,The Pirates! In an Adventure with Scientists!,10751
2632,72197,The Pirates! In an Adventure with Scientists!,35
2633,3580,Changeling,80
2634,3580,Changeling,18
2635,3580,Changeling,9648
2636,12123,Chain Reaction,28
2637,12123,Chain Reaction,18
2638,12123,Chain Reaction,878
2639,12123,Chain Reaction,53
2640,9566,The Fan,18
2641,9566,The Fan,9648
2642,9566,The Fan,53
2643,9833,The Phantom of the Opera,53
2644,9833,The Phantom of the Opera,18
2645,9833,The Phantom of the Opera,10749
2646,4517,Elizabeth: The Golden Age,18
2647,4517,Elizabeth: The Golden Age,36
2648,4517,Elizabeth: The Golden Age,10749
2649,8202,Æon Flux,28
2650,8202,Æon Flux,878
2651,16072,Gods and Generals,18
2652,16072,Gods and Generals,36
2653,16072,Gods and Generals,10752
2654,34314,Turbulence,28
2655,34314,Turbulence,53
2656,34314,Turbulence,80
2657,19724,Imagine That,35
2658,145220,Muppets Most Wanted,35
2659,145220,Muppets Most Wanted,12
2660,145220,Muppets Most Wanted,80
2661,145220,Muppets Most Wanted,10751
2662,14623,Thunderbirds,28
2663,14623,Thunderbirds,12
2664,14623,Thunderbirds,35
2665,14623,Thunderbirds,10751
2666,14623,Thunderbirds,14
2667,14623,Thunderbirds,878
2668,42297,Burlesque,18
2669,42297,Burlesque,10749
2670,2841,A Very Long Engagement,18
2671,802,Lolita,18
2672,802,Lolita,10749
2673,10375,D-Tox,28
2674,10375,D-Tox,53
2675,36586,Blade II,14
2676,36586,Blade II,27
2677,36586,Blade II,28
2678,36586,Blade II,53
2679,11321,Seven Pounds,18
2680,70074,Bullet to the Head,28
2681,70074,Bullet to the Head,80
2682,70074,Bullet to the Head,53
2683,242,The Godfather: Part III,80
2684,242,The Godfather: Part III,18
2685,242,The Godfather: Part III,53
2686,9621,Elizabethtown,35
2687,9621,Elizabethtown,18
2688,9621,Elizabethtown,10749
2689,1819,"You, Me and Dupree",35
2690,1819,"You, Me and Dupree",10749
2691,8536,Superman II,28
2692,8536,Superman II,12
2693,8536,Superman II,14
2694,8536,Superman II,878
2695,8046,Gigli,18
2696,1717,All the King's Men,18
2697,1717,All the King's Men,53
2698,479,Shaft,28
2699,479,Shaft,12
2700,479,Shaft,80
2701,479,Shaft,53
2702,9444,Anastasia,16
2703,9444,Anastasia,10751
2704,824,Moulin Rouge!,18
2705,824,Moulin Rouge!,10402
2706,824,Moulin Rouge!,10749
2707,11456,Domestic Disturbance,9648
2708,11456,Domestic Disturbance,53
2709,11456,Domestic Disturbance,80
2710,261023,Black Mass,80
2711,261023,Black Mass,18
2712,3683,Flags of Our Fathers,10752
2713,3683,Flags of Our Fathers,18
2714,3683,Flags of Our Fathers,36
2715,22803,Law Abiding Citizen,18
2716,22803,Law Abiding Citizen,80
2717,22803,Law Abiding Citizen,53
2718,285923,Grindhouse,53
2719,285923,Grindhouse,28
2720,285923,Grindhouse,27
2721,39437,Beloved,18
2722,39437,Beloved,53
2723,1950,Lucky You,18
2724,1950,Lucky You,10749
2725,640,Catch Me If You Can,18
2726,640,Catch Me If You Can,80
2727,97630,Zero Dark Thirty,53
2728,97630,Zero Dark Thirty,18
2729,97630,Zero Dark Thirty,36
2730,9767,The Break-Up,10749
2731,9767,The Break-Up,35
2732,11631,Mamma Mia!,35
2733,11631,Mamma Mia!,10749
2734,32856,Valentine's Day,35
2735,32856,Valentine's Day,10749
2736,6519,The Dukes of Hazzard,28
2737,6519,The Dukes of Hazzard,12
2738,6519,The Dukes of Hazzard,35
2739,8741,The Thin Red Line,18
2740,8741,The Thin Red Line,36
2741,8741,The Thin Red Line,10752
2742,49520,The Change-Up,35
2743,1850,Man on the Moon,35
2744,1850,Man on the Moon,18
2745,1850,Man on the Moon,10749
2746,524,Casino,18
2747,524,Casino,80
2748,26389,From Paris with Love,28
2749,26389,From Paris with Love,80
2750,26389,From Paris with Love,53
2751,11817,Bulletproof Monk,28
2752,11817,Bulletproof Monk,35
2753,11817,Bulletproof Monk,14
2754,2123,"Me, Myself & Irene",35
2755,9907,Barnyard,16
2756,9907,Barnyard,35
2757,9907,Barnyard,10751
2758,9969,Deck the Halls,35
2759,9969,Deck the Halls,10751
2760,18239,The Twilight Saga: New Moon,12
2761,18239,The Twilight Saga: New Moon,14
2762,18239,The Twilight Saga: New Moon,18
2763,18239,The Twilight Saga: New Moon,10749
2764,808,Shrek,12
2765,808,Shrek,16
2766,808,Shrek,35
2767,808,Shrek,10751
2768,808,Shrek,14
2769,38050,The Adjustment Bureau,878
2770,38050,The Adjustment Bureau,53
2771,38050,The Adjustment Bureau,10749
2772,8367,Robin Hood: Prince of Thieves,12
2773,9390,Jerry Maguire,35
2774,9390,Jerry Maguire,18
2775,9390,Jerry Maguire,10749
2776,72105,Ted,35
2777,72105,Ted,14
2778,2898,As Good as It Gets,35
2779,2898,As Good as It Gets,10749
2780,10312,Patch Adams,35
2781,10312,Patch Adams,18
2782,109443,Anchorman 2: The Legend Continues,35
2783,2022,Mr. Deeds,35
2784,2022,Mr. Deeds,10749
2785,37686,Super 8,53
2786,37686,Super 8,878
2787,37686,Super 8,9648
2788,462,Erin Brockovich,18
2789,9919,How to Lose a Guy in 10 Days,35
2790,9919,How to Lose a Guy in 10 Days,10749
2791,187017,22 Jump Street,80
2792,187017,22 Jump Street,35
2793,187017,22 Jump Street,28
2794,628,Interview with the Vampire,27
2795,628,Interview with the Vampire,10749
2796,10201,Yes Man,35
2797,302699,Central Intelligence,28
2798,302699,Central Intelligence,35
2799,9441,Stepmom,18
2800,9441,Stepmom,10749
2801,274167,Daddy's Home,35
2802,224141,Into the Woods,14
2803,224141,Into the Woods,35
2804,224141,Into the Woods,10402
2805,388,Inside Man,80
2806,388,Inside Man,18
2807,388,Inside Man,53
2808,2112,Payback,18
2809,2112,Payback,28
2810,2112,Payback,53
2811,2112,Payback,80
2812,10329,Congo,28
2813,10329,Congo,12
2814,10329,Congo,18
2815,10329,Congo,9648
2816,10329,Congo,878
2817,10329,Congo,53
2818,74465,We Bought a Zoo,18
2819,74465,We Bought a Zoo,35
2820,74465,We Bought a Zoo,10751
2821,13811,Knowing,28
2822,13811,Knowing,12
2823,13811,Knowing,18
2824,13811,Knowing,9648
2825,13811,Knowing,878
2826,13811,Knowing,53
2827,6877,Failure to Launch,35
2828,10320,The Ring Two,18
2829,10320,The Ring Two,27
2830,10320,The Ring Two,53
2831,50646,"Crazy, Stupid, Love.",35
2832,50646,"Crazy, Stupid, Love.",18
2833,50646,"Crazy, Stupid, Love.",10749
2834,8920,Garfield,16
2835,8920,Garfield,35
2836,8920,Garfield,10751
2837,13673,Christmas with the Kranks,35
2838,13673,Christmas with the Kranks,10751
2839,60308,Moneyball,18
2840,6950,Outbreak,28
2841,6950,Outbreak,18
2842,6950,Outbreak,878
2843,6950,Outbreak,53
2844,225574,Non-Stop,28
2845,225574,Non-Stop,53
2846,225574,Non-Stop,9648
2847,13836,Race to Witch Mountain,12
2848,13836,Race to Witch Mountain,10751
2849,13836,Race to Witch Mountain,14
2850,13836,Race to Witch Mountain,878
2851,13836,Race to Witch Mountain,53
2852,13836,Race to Witch Mountain,28
2853,752,V for Vendetta,28
2854,752,V for Vendetta,53
2855,752,V for Vendetta,14
2856,6038,Shanghai Knights,28
2857,6038,Shanghai Knights,12
2858,6038,Shanghai Knights,35
2859,6038,Shanghai Knights,37
2860,9975,Curious George,12
2861,9975,Curious George,16
2862,9975,Curious George,35
2863,9975,Curious George,10751
2864,11451,Herbie Fully Loaded,35
2865,11451,Herbie Fully Loaded,10751
2866,11451,Herbie Fully Loaded,12
2867,11451,Herbie Fully Loaded,14
2868,11451,Herbie Fully Loaded,10749
2869,12103,Don't Say a Word,53
2870,60304,Hansel & Gretel: Witch Hunters,14
2871,60304,Hansel & Gretel: Witch Hunters,27
2872,60304,Hansel & Gretel: Witch Hunters,28
2873,2251,Unfaithful,53
2874,2251,Unfaithful,18
2875,46529,I Am Number Four,28
2876,46529,I Am Number Four,53
2877,46529,I Am Number Four,878
2878,46529,I Am Number Four,12
2879,231,Syriana,18
2880,231,Syriana,53
2881,300671,13 Hours: The Secret Soldiers of Benghazi,28
2882,300671,13 Hours: The Secret Soldiers of Benghazi,18
2883,300671,13 Hours: The Secret Soldiers of Benghazi,36
2884,300671,13 Hours: The Secret Soldiers of Benghazi,53
2885,300671,13 Hours: The Secret Soldiers of Benghazi,10752
2886,228326,The Book of Life,10749
2887,228326,The Book of Life,16
2888,228326,The Book of Life,12
2889,228326,The Book of Life,35
2890,228326,The Book of Life,10751
2891,228326,The Book of Life,14
2892,9754,Firewall,53
2893,66,Absolute Power,80
2894,66,Absolute Power,18
2895,66,Absolute Power,53
2896,4421,G.I. Jane,28
2897,4421,G.I. Jane,18
2898,2649,The Game,18
2899,2649,The Game,53
2900,2649,The Game,9648
2901,588,Silent Hill,27
2902,588,Silent Hill,9648
2903,10393,The Replacements,35
2904,71552,American Reunion,35
2905,9631,The Negotiator,28
2906,9631,The Negotiator,12
2907,9631,The Negotiator,80
2908,9631,The Negotiator,18
2909,9631,The Negotiator,9648
2910,9631,The Negotiator,53
2911,216282,Into the Storm,28
2912,216282,Into the Storm,53
2913,306,Beverly Hills Cop III,28
2914,306,Beverly Hills Cop III,35
2915,306,Beverly Hills Cop III,80
2916,928,Gremlins 2: The New Batch,35
2917,928,Gremlins 2: The New Batch,27
2918,928,Gremlins 2: The New Batch,14
2919,205587,The Judge,18
2920,6623,The Peacemaker,28
2921,6623,The Peacemaker,53
2922,1577,Resident Evil: Apocalypse,27
2923,1577,Resident Evil: Apocalypse,28
2924,1577,Resident Evil: Apocalypse,878
2925,9801,Bridget Jones: The Edge of Reason,35
2926,9801,Bridget Jones: The Edge of Reason,10749
2927,2116,Out of Time,53
2928,2116,Out of Time,80
2929,2116,Out of Time,18
2930,9624,On Deadly Ground,28
2931,9624,On Deadly Ground,53
2932,14199,The Adventures of Sharkboy and Lavagirl,12
2933,14199,The Adventures of Sharkboy and Lavagirl,10751
2934,14199,The Adventures of Sharkboy and Lavagirl,878
2935,1907,The Beach,18
2936,1907,The Beach,12
2937,1907,The Beach,10749
2938,1907,The Beach,53
2939,4599,Raising Helen,18
2940,4599,Raising Helen,35
2941,4599,Raising Helen,10749
2942,22832,Ninja Assassin,28
2943,22832,Ninja Assassin,80
2944,22832,Ninja Assassin,53
2945,10390,For Love of the Game,18
2946,10390,For Love of the Game,10749
2947,9879,Striptease,18
2948,9879,Striptease,53
2949,9879,Striptease,80
2950,38579,Marmaduke,10751
2951,38579,Marmaduke,35
2952,44603,Hereafter,18
2953,44603,Hereafter,14
2954,11892,Murder by Numbers,80
2955,11892,Murder by Numbers,18
2956,11892,Murder by Numbers,53
2957,9691,Assassins,28
2958,9691,Assassins,12
2959,9691,Assassins,80
2960,9691,Assassins,53
2961,1248,Hannibal Rising,80
2962,1248,Hannibal Rising,18
2963,1248,Hannibal Rising,53
2964,12220,The Story of Us,35
2965,12220,The Story of Us,18
2966,12220,The Story of Us,10749
2967,72710,The Host,28
2968,72710,The Host,12
2969,72710,The Host,10749
2970,72710,The Host,878
2971,72710,The Host,53
2972,10782,Basic,28
2973,10782,Basic,18
2974,10782,Basic,9648
2975,10782,Basic,53
2976,10782,Basic,80
2977,9573,Blood Work,80
2978,9573,Blood Work,18
2979,9573,Blood Work,9648
2980,9573,Blood Work,53
2981,4959,The International,18
2982,4959,The International,53
2983,4959,The International,80
2984,10061,Escape from L.A.,28
2985,10061,Escape from L.A.,12
2986,10061,Escape from L.A.,878
2987,10061,Escape from L.A.,53
2988,10386,The Iron Giant,12
2989,10386,The Iron Giant,16
2990,10386,The Iron Giant,10751
2991,10386,The Iron Giant,14
2992,10386,The Iron Giant,878
2993,421,The Life Aquatic with Steve Zissou,12
2994,421,The Life Aquatic with Steve Zissou,35
2995,421,The Life Aquatic with Steve Zissou,18
2996,316152,Free State of Jones,10752
2997,316152,Free State of Jones,28
2998,316152,Free State of Jones,18
2999,316152,Free State of Jones,36
3000,316152,Free State of Jones,53
3001,11615,The Life of David Gale,18
3002,11615,The Life of David Gale,53
3003,11615,The Life of David Gale,80
3004,13498,Man of the House,35
3005,13498,Man of the House,28
3006,241554,Run All Night,28
3007,241554,Run All Night,80
3008,241554,Run All Night,18
3009,241554,Run All Night,9648
3010,241554,Run All Night,53
3011,2252,Eastern Promises,53
3012,2252,Eastern Promises,80
3013,2252,Eastern Promises,9648
3014,11968,Into the Blue,28
3015,11968,Into the Blue,53
3016,11968,Into the Blue,12
3017,11968,Into the Blue,80
3018,10047,The Messenger: The Story of Joan of Arc,12
3019,10047,The Messenger: The Story of Joan of Arc,18
3020,10047,The Messenger: The Story of Joan of Arc,28
3021,10047,The Messenger: The Story of Joan of Arc,36
3022,10047,The Messenger: The Story of Joan of Arc,10752
3023,38319,Your Highness,35
3024,69668,Dream House,18
3025,69668,Dream House,53
3026,69668,Dream House,9648
3027,9770,Mad City,28
3028,9770,Mad City,18
3029,9770,Mad City,53
3030,11212,Baby's Day Out,28
3031,11212,Baby's Day Out,12
3032,11212,Baby's Day Out,35
3033,11212,Baby's Day Out,10751
3034,10533,The Scarlet Letter,18
3035,10533,The Scarlet Letter,36
3036,10533,The Scarlet Letter,10749
3037,38363,Fair Game,18
3038,38363,Fair Game,53
3039,9923,Domino,28
3040,9923,Domino,80
3041,11863,Jade,28
3042,11863,Jade,53
3043,11863,Jade,9648
3044,11863,Jade,10749
3045,18501,Gamer,28
3046,18501,Gamer,53
3047,18501,Gamer,878
3048,109491,Beautiful Creatures,14
3049,109491,Beautiful Creatures,18
3050,109491,Beautiful Creatures,10749
3051,9275,Death to Smoochy,35
3052,9275,Death to Smoochy,80
3053,9275,Death to Smoochy,18
3054,9275,Death to Smoochy,53
3055,329833,Zoolander 2,35
3056,12634,The Big Bounce,35
3057,12634,The Big Bounce,80
3058,10416,What Planet Are You From?,35
3059,10416,What Planet Are You From?,18
3060,10416,What Planet Are You From?,10749
3061,10416,What Planet Are You From?,878
3062,47327,Drive Angry,14
3063,47327,Drive Angry,53
3064,47327,Drive Angry,28
3065,47327,Drive Angry,80
3066,15268,Street Fighter: The Legend of Chun-Li,28
3067,15268,Street Fighter: The Legend of Chun-Li,12
3068,15268,Street Fighter: The Legend of Chun-Li,878
3069,15268,Street Fighter: The Legend of Chun-Li,53
3070,10796,The One,28
3071,10796,The One,878
3072,10796,The One,53
3073,9548,The Adventures of Ford Fairlane,28
3074,9548,The Adventures of Ford Fairlane,35
3075,9548,The Adventures of Ford Fairlane,53
3076,9548,The Adventures of Ford Fairlane,80
3077,9548,The Adventures of Ford Fairlane,9648
3078,18947,The Boat That Rocked,18
3079,18947,The Boat That Rocked,35
3080,1900,Traffic,53
3081,1900,Traffic,18
3082,1900,Traffic,80
3083,89,Indiana Jones and the Last Crusade,12
3084,89,Indiana Jones and the Last Crusade,28
3085,96724,Anna Karenina,18
