,g_name,g_id,votecount
1205,Action,28,3235
1206,Adventure,12,3235
1207,Comedy,35,3235
1208,Crime,80,3235
1209,Mystery,9648,3235
1210,Thriller,53,3235
1211,Thriller,53,302
1212,Action,28,302
1213,Romance,10749,302
1214,Science Fiction,878,302
1215,Adventure,12,302
1216,Action,28,579
1217,Crime,80,579
1218,Thriller,53,579
1219,Science Fiction,878,369
1220,Animation,16,2166
1221,Adventure,12,2166
1222,Comedy,35,2166
1223,Family,10751,2166
1224,Comedy,35,963
1225,Science Fiction,878,963
1226,Science Fiction,878,376
1227,Action,28,376
1228,Drama,18,376
1229,Thriller,53,376
1230,Crime,80,290
1231,Thriller,53,290
1232,Drama,18,290
1233,Drama,18,264
1234,History,36,264
1235,Thriller,53,264
1236,Adventure,12,650
1237,Fantasy,14,650
1238,Action,28,650
1239,Romance,10749,616
1240,Drama,18,616
1241,History,36,616
1242,Fantasy,14,50
1243,Action,28,50
1244,Family,10751,50
1245,Drama,18,216
1246,History,36,216
1247,Action,28,950
1248,Adventure,12,950
1249,Drama,18,950
1250,Adventure,12,3218
1251,Drama,18,3218
1252,Animation,16,1410
1253,Comedy,35,1410
1254,Action,28,2825
1255,Drama,18,2825
1256,Thriller,53,2825
1257,Action,28,840
1258,Thriller,53,840
1259,Thriller,53,3783
1260,Crime,80,3783
1261,Adventure,12,924
1262,Action,28,924
1263,Thriller,53,924
1264,Animation,16,2566
1265,Comedy,35,2566
1266,Family,10751,2566
1267,Fantasy,14,2566
1268,Comedy,35,1449
1269,Family,10751,1449
1270,Fantasy,14,1449
1271,Romance,10749,1449
1272,Action,28,1345
1273,Thriller,53,1345
1274,Comedy,35,313
1275,Family,10751,313
1276,Action,28,932
1277,Comedy,35,932
1278,Comedy,35,1225
1279,Romance,10749,1225
1280,Action,28,1240
1281,Drama,18,1240
1282,Thriller,53,1240
1283,Comedy,35,360
1284,Romance,10749,360
1285,Crime,80,1999
1286,Thriller,53,1999
1287,Adventure,12,656
1288,Animation,16,656
1289,Family,10751,656
1290,Adventure,12,4663
1291,Action,28,4663
1292,Science Fiction,878,4663
1293,War,10752,999
1294,Adventure,12,514
1295,Action,28,514
1296,Comedy,35,514
1297,Thriller,53,514
1298,Adventure,12,712
1299,Fantasy,14,712
1300,Action,28,712
1301,Comedy,35,712
1302,Family,10751,712
1303,Drama,18,652
1304,History,36,652
1305,Romance,10749,652
1306,Action,28,1705
1307,Crime,80,1705
1308,Drama,18,1705
1309,Thriller,53,1705
1310,Drama,18,333
1311,Animation,16,333
1312,Family,10751,333
1313,Comedy,35,333
1314,Fantasy,14,1147
1315,Drama,18,1147
1316,Mystery,9648,1147
1317,Action,28,427
1318,Thriller,53,427
1319,Drama,18,427
1320,Drama,18,85
1321,Music,10402,85
1322,Adventure,12,1114
1323,Fantasy,14,1114
1324,Drama,18,1114
1325,Comedy,35,1114
1326,Science Fiction,878,1114
1327,Family,10751,1114
1328,Action,28,2126
1329,Adventure,12,2126
1330,Comedy,35,2126
1331,Action,28,516
1332,Thriller,53,516
1333,Adventure,12,516
1334,Science Fiction,878,516
1335,Fantasy,14,332
1336,Comedy,35,332
1337,Romance,10749,332
1338,Science Fiction,878,332
1339,Mystery,9648,820
1340,Adventure,12,820
1341,Comedy,35,820
1342,Action,28,1940
1343,Science Fiction,878,1940
1344,Comedy,35,2104
1345,Drama,18,2104
1346,Fantasy,14,2104
1347,Romance,10749,2104
1348,Horror,27,226
1349,Comedy,35,226
1350,Fantasy,14,226
1351,Comedy,35,119
1352,Family,10751,119
1353,Adventure,12,1799
1354,Fantasy,14,1799
1355,Science Fiction,878,1799
1356,Adventure,12,1527
1357,Fantasy,14,1527
1358,Science Fiction,878,1527
1359,Crime,80,2023
1360,Drama,18,2023
1361,Mystery,9648,2023
1362,Thriller,53,2023
1363,Science Fiction,878,595
1364,Fantasy,14,3012
1365,Comedy,35,3012
1366,Thriller,53,2926
1367,Adventure,12,2926
1368,Action,28,2926
1369,Adventure,12,2631
1370,Action,28,2631
1371,Thriller,53,2631
1372,Science Fiction,878,9455
1373,Adventure,12,9455
1374,Fantasy,14,9455
1375,Comedy,35,3739
1376,Action,28,1673
1377,Fantasy,14,1673
1378,Comedy,35,1074
1379,Animation,16,1074
1380,Family,10751,1074
1381,Animation,16,1314
1382,Family,10751,1314
1383,Comedy,35,288
1384,Family,10751,288
1385,Fantasy,14,288
1386,Action,28,855
1387,Drama,18,855
1388,Romance,10749,855
1389,Action,28,1526
1390,Comedy,35,1526
1391,Crime,80,1526
1392,Thriller,53,1526
1393,Comedy,35,785
1394,Drama,18,785
1395,Comedy,35,484
1396,Fantasy,14,484
1397,Family,10751,484
1398,Music,10402,484
1399,Animation,16,484
1400,Comedy,35,1155
1401,Action,28,1051
1402,Comedy,35,1051
1403,Thriller,53,1051
1404,Drama,18,410
1405,Comedy,35,410
1406,Romance,10749,410
1407,Drama,18,6336
1408,Thriller,53,6336
1409,Mystery,9648,6336
1410,Comedy,35,331
1411,Romance,10749,331
1412,Drama,18,331
1413,Animation,16,1333
1414,Comedy,35,1333
1415,Family,10751,1333
1416,Science Fiction,878,1333
1417,Action,28,1583
1418,Crime,80,1583
1419,Science Fiction,878,1583
1420,Thriller,53,1583
1421,Fantasy,14,901
1422,Comedy,35,901
1423,Family,10751,901
1424,Romance,10749,901
1425,Thriller,53,1077
1426,Crime,80,1077
1427,Drama,18,1077
1428,Romance,10749,1543
1429,Comedy,35,1543
1430,Action,28,1270
1431,Thriller,53,1270
1432,Crime,80,1270
1433,Mystery,9648,1018
1434,Thriller,53,1018
1435,Action,28,1018
1436,Drama,18,533
1437,Action,28,2164
1438,Thriller,53,2164
1439,Science Fiction,878,2164
1440,Comedy,35,695
1441,Family,10751,695
1442,Science Fiction,878,695
1443,Horror,27,369
1444,Thriller,53,369
1445,Fantasy,14,369
1446,Mystery,9648,369
1447,Animation,16,1288
1448,Comedy,35,1288
1449,Drama,18,1288
1450,Family,10751,1288
1451,Fantasy,14,1288
1452,Action,28,550
1453,Comedy,35,550
1454,Crime,80,550
1455,Mystery,9648,550
1456,Family,10751,550
1457,Drama,18,1043
1458,Science Fiction,878,1043
1459,Thriller,53,1043
1460,Action,28,431
1461,Drama,18,431
1462,Mystery,9648,431
1463,Thriller,53,431
1464,War,10752,3946
1465,Drama,18,3946
1466,Action,28,3946
1467,Action,28,332
1468,Adventure,12,332
1469,Comedy,35,332
1470,Romance,10749,332
1471,Comedy,35,220
1472,Family,10751,220
1473,Animation,16,220
1474,Adventure,12,220
1475,Western,37,831
1476,Animation,16,831
1477,Adventure,12,831
1478,Comedy,35,831
1479,Family,10751,831
1480,Comedy,35,498
1481,Romance,10749,498
1482,Family,10751,498
1483,Adventure,12,388
1484,Family,10751,388
1485,Science Fiction,878,388
1486,Drama,18,393
1487,Thriller,53,393
1488,Mystery,9648,393
1489,Romance,10749,1
1490,Drama,18,1
1491,Animation,16,1497
1492,Comedy,35,1497
1493,Family,10751,1497
1494,Animation,16,292
1495,Family,10751,292
1496,Music,10402,292
1497,Science Fiction,878,631
1498,Adventure,12,631
1499,Action,28,631
1500,Action,28,208
1501,Adventure,12,208
1502,Family,10751,208
1503,Fantasy,14,208
1504,Action,28,932
1505,Crime,80,932
1506,Thriller,53,932
1507,Action,28,893
1508,Adventure,12,893
1509,Drama,18,577
1510,Fantasy,14,577
1511,Romance,10749,577
1512,Comedy,35,438
1513,Fantasy,14,438
1514,Romance,10749,438
1515,Adventure,12,818
1516,Fantasy,14,818
1517,Action,28,818
1518,Comedy,35,818
1519,Thriller,53,818
1520,Comedy,35,1509
1521,Fantasy,14,1509
1522,Science Fiction,878,1509
1523,Mystery,9648,47
1524,Drama,18,47
1525,Horror,27,47
1526,Action,28,349
1527,Adventure,12,349
1528,Drama,18,349
1529,Action,28,1195
1530,Science Fiction,878,1195
1531,Thriller,53,1195
1532,Drama,18,189
1533,Thriller,53,189
1534,Action,28,378
1535,Adventure,12,378
1536,Thriller,53,378
1537,Animation,16,133
1538,Family,10751,133
1539,Adventure,12,133
1540,Action,28,255
1541,Science Fiction,878,255
1542,War,10752,255
1543,Animation,16,297
1544,Comedy,35,297
1545,Family,10751,297
1546,Drama,18,165
1547,Music,10402,165
1548,Romance,10749,165
1549,Action,28,318
1550,Adventure,12,318
1551,Science Fiction,878,318
1552,Drama,18,299
1553,Adventure,12,299
1554,Adventure,12,305
1555,Comedy,35,305
1556,Drama,18,305
1557,Family,10751,305
1558,Fantasy,14,305
1559,Fantasy,14,1316
1560,Action,28,1316
1561,Adventure,12,1316
1562,Thriller,53,267
1563,Action,28,267
1564,Science Fiction,878,267
1565,Adventure,12,639
1566,Fantasy,14,639
1567,Animation,16,639
1568,Family,10751,639
1569,Documentary,99,111
1570,Family,10751,111
1571,Thriller,53,111
1572,Science Fiction,878,111
1573,Adventure,12,111
1574,Action,28,111
1575,Action,28,1267
1576,Adventure,12,1267
1577,History,36,1267
1578,Romance,10749,1267
1579,Drama,18,1267
1580,Comedy,35,9
1581,Animation,16,9
1582,Drama,18,3009
1583,Romance,10749,3009
1584,Family,10751,5376
1585,Animation,16,5376
1586,Drama,18,5376
1587,Adventure,12,1030
1588,Action,28,1030
1589,Science Fiction,878,1030
1590,Animation,16,915
1591,Family,10751,915
1592,Comedy,35,915
1593,Crime,80,1115
1594,Thriller,53,1115
1595,Horror,27,1115
1596,Western,37,318
1597,Adventure,12,318
1598,Comedy,35,604
1599,Action,28,2028
1600,Crime,80,2028
1601,Thriller,53,2028
1602,Adventure,12,756
1603,Animation,16,756
1604,Fantasy,14,756
1605,Science Fiction,878,359
1606,Thriller,53,359
1607,Action,28,87
1608,Adventure,12,87
1609,Animation,16,87
1610,Comedy,35,87
1611,Family,10751,87
1612,Animation,16,3462
1613,Family,10751,3462
1614,Fantasy,14,1155
1615,Action,28,1155
1616,Thriller,53,1155
1617,Science Fiction,878,1155
1618,Animation,16,4637
1619,Comedy,35,4637
1620,Family,10751,4637
1621,Action,28,3260
1622,Adventure,12,3260
1623,Science Fiction,878,3260
1624,Adventure,12,2487
1625,Action,28,2487
1626,Science Fiction,878,2487
1627,Family,10751,3237
1628,Animation,16,3237
1629,Drama,18,2071
1630,Action,28,2071
1631,Thriller,53,2071
1632,Science Fiction,878,2071
1633,Adventure,12,4097
1634,Action,28,4097
1635,Science Fiction,878,4097
1636,Action,28,2528
1637,Thriller,53,2528
1638,Crime,80,2528
1639,Action,28,1456
1640,Adventure,12,1456
1641,Thriller,53,1456
1642,Animation,16,2951
1643,Family,10751,2951
1644,Comedy,35,2951
1645,Adventure,12,2951
1646,Comedy,35,2105
1647,Romance,10749,2105
1648,Family,10751,709
1649,Comedy,35,709
1650,Music,10402,709
1651,Romance,10749,709
1652,Horror,27,183
1653,Mystery,9648,183
1654,Thriller,53,183
1655,Action,28,318
1656,Adventure,12,318
1657,Comedy,35,318
1658,Family,10751,318
1659,Thriller,53,5487
1660,Crime,80,5487
1661,Comedy,35,1705
1662,Comedy,35,1910
1663,Drama,18,1910
1664,Comedy,35,202
1665,Family,10751,202
1666,Action,28,283
1667,Adventure,12,283
1668,Thriller,53,283
1669,Comedy,35,338
1670,Drama,18,338
1671,History,36,338
1672,Animation,16,1557
1673,Action,28,1557
1674,Comedy,35,1557
1675,Family,10751,1557
1676,Drama,18,284
1677,Comedy,35,292
1678,Crime,80,292
1679,Drama,18,696
1680,Action,28,696
1681,History,36,696
1682,Thriller,53,696
1683,Action,28,573
1684,Drama,18,573
1685,War,10752,573
1686,Action,28,772
1687,Comedy,35,772
1688,Thriller,53,772
1689,Romance,10749,772
1690,Comedy,35,2265
1691,Action,28,2265
1692,Adventure,12,2265
1693,Comedy,35,369
1694,Animation,16,874
1695,Comedy,35,874
1696,Family,10751,874
1697,Fantasy,14,874
1698,Action,28,302
1699,Comedy,35,302
1700,Crime,80,302
1701,Romance,10749,302
1702,Action,28,311
1703,Adventure,12,311
1704,Drama,18,311
1705,Romance,10749,311
1706,Drama,18,197
1707,History,36,197
1708,Romance,10749,197
1709,Fantasy,14,880
1710,Action,28,880
1711,Drama,18,880
1712,Mystery,9648,512
1713,Drama,18,512
1714,Thriller,53,512
1715,Crime,80,512
1716,Animation,16,313
1717,Action,28,313
1718,Science Fiction,878,313
1719,Family,10751,313
1720,Adventure,12,313
1721,Action,28,166
1722,Adventure,12,166
1723,Comedy,35,166
1724,Thriller,53,166
1725,Action,28,221
1726,War,10752,221
1727,Science Fiction,878,221
1728,Action,28,282
1729,Drama,18,282
1730,Horror,27,282
1731,Science Fiction,878,282
1732,Thriller,53,282
1733,Adventure,12,78
1734,Fantasy,14,78
1735,Animation,16,78
1736,Action,28,78
1737,Comedy,35,78
1738,Action,28,276
1739,Adventure,12,276
1740,Drama,18,276
1741,Thriller,53,276
1742,Science Fiction,878,1946
1743,Thriller,53,1946
1744,Drama,18,1946
1745,Family,10751,4571
1746,Animation,16,4571
1747,Adventure,12,4571
1748,Comedy,35,4571
1749,Action,28,1623
1750,Fantasy,14,1623
1751,Thriller,53,1623
1752,Crime,80,327
1753,Mystery,9648,327
1754,Science Fiction,878,476
1755,Family,10751,1022
1756,Animation,16,1022
1757,Romance,10749,444
1758,Comedy,35,444
1759,Adventure,12,444
1760,Comedy,35,390
1761,Drama,18,390
1762,Thriller,53,513
1763,Action,28,513
1764,Drama,18,513
1765,Comedy,35,491
1766,Comedy,35,410
1767,Family,10751,410
1768,Romance,10749,410
1769,Fantasy,14,410
1770,Action,28,3336
1771,Drama,18,3336
1772,History,36,3336
1773,War,10752,3336
1774,Drama,18,765
1775,War,10752,765
1776,Animation,16,2264
1777,Comedy,35,2264
1778,Family,10751,2264
1779,Drama,18,188
1780,Romance,10749,188
1781,Action,28,179
1782,Adventure,12,180
1783,Drama,18,180
1784,Family,10751,180
1785,Drama,18,1071
1786,Mystery,9648,1071
1787,Thriller,53,1071
1788,Comedy,35,686
1789,Family,10751,686
1790,Fantasy,14,686
1791,Drama,18,1599
1792,Thriller,53,1599
1793,Science Fiction,878,1599
1794,Mystery,9648,1599
1795,Adventure,12,2988
1796,Animation,16,2988
1797,Comedy,35,2988
1798,Family,10751,2988
1799,Fantasy,14,2988
1800,Animation,16,3877
1801,Adventure,12,3877
1802,Comedy,35,3877
1803,Family,10751,3877
1804,Comedy,35,455
1805,Romance,10749,455
1806,Action,28,1424
1807,Adventure,12,1424
1808,Thriller,53,1424
1809,Animation,16,719
1810,Adventure,12,719
1811,Comedy,35,719
1812,Family,10751,719
1813,Action,28,470
1814,Thriller,53,470
1815,Drama,18,6430
1816,Action,28,6430
1817,Thriller,53,6430
1818,War,10752,6430
1819,Adventure,12,1532
1820,Fantasy,14,1532
1821,Comedy,35,1532
1822,Family,10751,1532
1823,Action,28,1896
1824,Thriller,53,1896
1825,Action,28,770
1826,Thriller,53,770
1827,Crime,80,770
1828,Drama,18,1078
1829,Mystery,9648,1078
1830,Romance,10749,1078
1831,Science Fiction,878,1078
1832,Thriller,53,1078
1833,Drama,18,409
1834,Thriller,53,409
1835,Fantasy,14,409
1836,Mystery,9648,409
1837,Adventure,12,1217
1838,Science Fiction,878,1217
1839,Action,28,1217
1840,Comedy,35,666
1841,Family,10751,666
1842,Animation,16,666
1843,Fantasy,14,666
1844,Music,10402,666
1845,Action,28,521
1846,History,36,521
1847,War,10752,521
1848,Action,28,2981
1849,Thriller,53,2981
1850,Science Fiction,878,391
1851,Action,28,391
1852,Adventure,12,391
1853,Thriller,53,391
1854,Action,28,1448
1855,Science Fiction,878,1448
1856,Adventure,12,1994
1857,Fantasy,14,1994
1858,Drama,18,1994
1859,Fantasy,14,216
1860,Drama,18,992
1861,War,10752,992
1862,War,10752,1523
1863,Drama,18,1523
1864,History,36,1523
1865,Action,28,1523
1866,Adventure,12,808
1867,Action,28,808
1868,Thriller,53,808
1869,Science Fiction,878,808
1870,Drama,18,493
1871,Crime,80,493
1872,Horror,27,2389
1873,Action,28,2389
1874,Drama,18,2389
1875,Fantasy,14,2389
1876,War,10752,2389
1877,Drama,18,352
1878,Action,28,352
1879,Thriller,53,352
1880,Crime,80,352
1881,Adventure,12,1184
1882,Fantasy,14,1184
1883,Romance,10749,1184
1884,Family,10751,1184
1885,Adventure,12,630
1886,Drama,18,630
1887,History,36,630
1888,Comedy,35,304
1889,Drama,18,304
1890,Action,28,228
1891,Adventure,12,228
1892,Comedy,35,228
1893,Thriller,53,228
1894,Adventure,12,609
1895,Action,28,609
1896,Horror,27,609
1897,Action,28,269
1898,Adventure,12,269
1899,Comedy,35,269
1900,Thriller,53,269
1901,Fantasy,14,1862
1902,Action,28,1862
1903,Horror,27,1862
1904,Comedy,35,385
1905,Drama,18,385
1906,Music,10402,385
1907,Romance,10749,385
1908,Drama,18,241
1909,War,10752,241
1910,Action,28,695
1911,Adventure,12,695
1912,Thriller,53,695
1913,Action,28,106
1914,Science Fiction,878,106
1915,Thriller,53,106
1916,Action,28,97
1917,Adventure,12,97
1918,Thriller,53,97
1919,Thriller,53,179
1920,Adventure,12,228
1921,Animation,16,228
1922,Action,28,228
1923,Comedy,35,228
1924,Family,10751,228
1925,Animation,16,43
1926,Music,10402,43
1927,Family,10751,43
1928,Crime,80,826
1929,Drama,18,826
1930,Mystery,9648,826
1931,Mystery,9648,439
1932,Action,28,439
1933,Thriller,53,439
1934,Science Fiction,878,439
1935,Adventure,12,439
1936,Crime,80,180
1937,Mystery,9648,180
1938,Thriller,53,180
1939,Action,28,1659
1940,Thriller,53,1659
1941,Action,28,533
1942,Adventure,12,533
1943,Thriller,53,437
1944,Action,28,437
1945,Drama,18,437
1946,Adventure,12,2301
1947,Fantasy,14,2301
1948,Drama,18,2301
1949,Romance,10749,2301
1950,Action,28,423
1951,Crime,80,423
1952,Thriller,53,423
1953,Animation,16,6478
1954,Family,10751,6478
1955,Action,28,222
1956,Comedy,35,222
1957,Crime,80,222
1958,Comedy,35,2463
1959,Adventure,12,395
1960,Drama,18,395
1961,History,36,395
1962,Adventure,12,250
1963,Fantasy,14,250
1964,Action,28,250
1965,Comedy,35,250
1966,Science Fiction,878,250
1967,Comedy,35,611
1968,Drama,18,481
1969,Thriller,53,481
1970,Action,28,588
1971,Drama,18,588
1972,History,36,588
1973,Thriller,53,588
1974,Action,28,895
1975,Drama,18,895
1976,Thriller,53,895
1977,Comedy,35,531
1978,Action,28,1269
1979,Fantasy,14,1269
1980,Horror,27,1269
1981,Romance,10749,602
1982,Drama,18,602
1983,Mystery,9648,602
1984,Mystery,9648,488
1985,Science Fiction,878,488
1986,Thriller,53,488
1987,Action,28,207
1988,Adventure,12,207
1989,Fantasy,14,207
1990,War,10752,207
1991,Drama,18,5048
1992,History,36,5048
1993,War,10752,5048
1994,Action,28,1520
1995,Crime,80,1520
1996,Drama,18,1520
1997,Thriller,53,1520
1998,Comedy,35,992
1999,Romance,10749,992
2000,Animation,16,3857
2001,Comedy,35,3857
2002,Family,10751,3857
2003,Adventure,12,3857
2004,Drama,18,567
2005,Horror,27,567
2006,Science Fiction,878,567
2007,Thriller,53,567
2008,History,36,1429
2009,Drama,18,1429
2010,Action,28,8907
2011,Science Fiction,878,8907
2012,Drama,18,1599
2013,Fantasy,14,297
2014,Comedy,35,297
2015,Family,10751,297
2016,Drama,18,1884
2017,Music,10402,1884
2018,Romance,10749,1884
2019,Comedy,35,838
2020,Romance,10749,838
2021,Comedy,35,1062
2022,Action,28,1183
2023,Adventure,12,1183
2024,Comedy,35,1685
2025,Drama,18,1685
2026,Drama,18,1400
2027,War,10752,1400
2028,Action,28,403
2029,Adventure,12,403
2030,Thriller,53,403
2031,Action,28,588
2032,Adventure,12,588
2033,Thriller,53,588
2034,Action,28,453
2035,Adventure,12,453
2036,Drama,18,453
2037,Thriller,53,453
2038,Fantasy,14,238
2039,Comedy,35,238
2040,Family,10751,238
2041,Drama,18,447
2042,History,36,447
2043,Thriller,53,447
2044,Drama,18,393
2045,Romance,10749,393
2046,Comedy,35,1743
2047,Mystery,9648,1234
2048,Drama,18,1234
2049,Comedy,35,466
2050,Drama,18,466
2051,Family,10751,466
2052,Romance,10749,2542
2053,Comedy,35,2542
2054,Crime,80,2542
2055,Drama,18,2542
2056,Action,28,1389
2057,Comedy,35,1389
2058,Romance,10749,1389
2059,Science Fiction,878,1252
2060,Action,28,1252
2061,Horror,27,1252
2062,Thriller,53,1252
2063,Adventure,12,1252
2064,Fantasy,14,1252
2065,Action,28,215
2066,Thriller,53,215
2067,Comedy,35,94
2068,Drama,18,94
2069,Action,28,1600
2070,Horror,27,1600
2071,Science Fiction,878,1600
2072,Action,28,1175
2073,Thriller,53,1175
2074,Science Fiction,878,1175
2075,Crime,80,314
2076,Action,28,314
2077,Mystery,9648,314
2078,Thriller,53,314
2079,Action,28,208
2080,Adventure,12,208
2081,Drama,18,208
2082,Romance,10749,208
2083,Thriller,53,208
2084,Family,10751,779
2085,Fantasy,14,779
2086,Science Fiction,878,779
2087,Adventure,12,779
2088,Drama,18,9413
2089,Drama,18,186
2090,Action,28,269
2091,Adventure,12,269
2092,Comedy,35,269
2093,Action,28,52
2094,Adventure,12,52
2095,Comedy,35,52
2096,Crime,80,52
2097,Romance,10749,52
2098,Thriller,53,52
2099,Horror,27,687
2100,Thriller,53,687
2101,Crime,80,274
2102,Drama,18,274
2103,Family,10751,274
2104,Action,28,575
2105,Fantasy,14,575
2106,Crime,80,1286
2107,Thriller,53,1286
2108,Drama,18,63
2109,Romance,10749,63
2110,Adventure,12,1772
2111,Drama,18,1772
2112,Crime,80,1165
2113,Fantasy,14,1165
2114,Drama,18,1165
2115,Comedy,35,979
2116,Crime,80,979
2117,Science Fiction,878,979
2118,Animation,16,409
2119,Action,28,409
2120,Family,10751,409
2121,Science Fiction,878,409
2122,Adventure,12,4856
2123,Science Fiction,878,4856
2124,Drama,18,202
2125,Action,28,202
2126,Western,37,202
2127,Action,28,386
2128,Drama,18,386
2129,Thriller,53,386
2130,Action,28,145
2131,Drama,18,145
2132,Adventure,12,145
2133,Comedy,35,261
2134,Crime,80,261
2135,Action,28,340
