(180, 3281, 72190, 6.7)
(181, 6277, 72190, 6.7)
(182, 9169, 72190, 6.7)
(183, 11956, 72190, 6.7)
(184, 19108, 72190, 6.7)
(185, 23644, 72190, 6.7)
(186, 306, 127585, 7.5)
(187, 431, 127585, 7.5)
(188, 7505, 127585, 7.5)
(189, 9168, 127585, 7.5)
(190, 22213, 127585, 7.5)
(191, 37336, 127585, 7.5)
(192, 76043, 127585, 7.5)
(193, 4, 54138, 7.4)
(194, 6277, 54138, 7.4)
(195, 11461, 54138, 7.4)
(196, 12536, 54138, 7.4)
(197, 12, 81005, 5.5)
(198, 333, 81005, 5.5)
(199, 923, 81005, 5.5)
(200, 6194, 81005, 5.5)
(201, 8406, 81005, 5.5)
(202, 9168, 81005, 5.5)
(203, 79, 64682, 7.3)
(204, 240, 64682, 7.3)
(205, 6194, 64682, 7.3)
(206, 11858, 64682, 7.3)
(207, 14440, 64682, 7.3)
(208, 14604, 64682, 7.3)
(209, 2, 9543, 6.2)
(210, 130, 9543, 6.2)
(211, 923, 68726, 6.7)
(212, 6194, 68726, 6.7)
(213, 19750, 68726, 6.7)
(214, 19751, 68726, 6.7)
(215, 4, 38356, 6.1)
(216, 435, 38356, 6.1)
(217, 19751, 38356, 6.1)
(218, 22826, 38356, 6.1)
(219, 1, 217, 5.7)
(220, 4, 217, 5.7)
(221, 2, 105864, 6.6)
(222, 3, 105864, 6.6)
(223, 2, 62177, 6.7)
(224, 3, 62177, 6.7)
(225, 4, 188927, 6.6)
(226, 11461, 188927, 6.6)
(227, 34530, 188927, 6.6)
(228, 69484, 188927, 6.6)
(229, 82819, 188927, 6.6)
(230, 83644, 188927, 6.6)
(231, 83645, 188927, 6.6)
(232, 2, 10681, 7.8)
(233, 3, 10681, 7.8)
(234, 93408, 10681, 7.8)
(235, 12, 5174, 6.1)
(236, 5, 14161, 5.6)
(237, 347, 14161, 5.6)
(238, 1557, 14161, 5.6)
(239, 10905, 14161, 5.6)
(240, 5888, 17979, 6.6)
(241, 11395, 17979, 6.6)
(242, 79, 76757, 5.2)
(243, 444, 76757, 5.2)
(244, 450, 76757, 5.2)
(245, 6194, 76757, 5.2)
(246, 79, 258489, 5.5)
(247, 552, 258489, 5.5)
(248, 2596, 258489, 5.5)
(249, 41624, 258489, 5.5)
(250, 46339, 258489, 5.5)
(251, 86565, 258489, 5.5)
(252, 86566, 258489, 5.5)
(253, 5888, 411, 6.7)
(254, 10221, 411, 6.7)
(255, 306, 246655, 6.4)
(256, 431, 246655, 6.4)
(257, 7505, 246655, 6.4)
(258, 9168, 246655, 6.4)
(259, 22213, 246655, 6.4)
(260, 78091, 246655, 6.4)
(261, 429, 155, 8.2)
(262, 923, 155, 8.2)
(263, 6194, 155, 8.2)
(264, 9993, 155, 8.2)
(265, 9996, 155, 8.2)
(266, 3, 14160, 7.7)
(267, 521, 15512, 6.0)
(268, 420, 1726, 7.4)
(269, 4, 44826, 7.0)
(270, 2691, 44826, 7.0)
(271, 3281, 44826, 7.0)
(272, 2507, 8487, 5.1)
(273, 6194, 8487, 5.1)
(274, 16774, 8487, 5.1)
(275, 57088, 8487, 5.1)
(276, 33, 1735, 5.2)
(277, 2269, 1735, 5.2)
(278, 7295, 1735, 5.2)
(279, 11462, 1735, 5.2)
(280, 19643, 1735, 5.2)
(281, 429, 297761, 5.9)
(282, 444, 297761, 5.9)
(283, 507, 297761, 5.9)
(284, 6194, 297761, 5.9)
(285, 9993, 297761, 5.9)
(286, 5, 2698, 5.3)
(287, 33, 2698, 5.3)
(288, 158, 2698, 5.3)
(289, 159, 2698, 5.3)
(290, 333, 2698, 5.3)
(291, 4171, 2698, 5.3)
(292, 7295, 2698, 5.3)
(293, 79, 137113, 7.6)
(294, 6194, 137113, 7.6)
(295, 6687, 137113, 7.6)
(296, 12200, 137113, 7.6)
(297, 36390, 137113, 7.6)
(298, 41624, 137113, 7.6)
(299, 33, 9804, 5.9)
(300, 1073, 9804, 5.9)
(301, 1302, 9804, 5.9)
(302, 6092, 9804, 5.9)
(303, 4, 14869, 5.6)
(304, 158, 14869, 5.6)
(305, 435, 14869, 5.6)
(306, 2598, 14869, 5.6)
(307, 76067, 14869, 5.6)
(308, 2, 150540, 8.0)
(309, 3, 150540, 8.0)
(310, 2, 278927, 6.7)
(311, 3036, 278927, 6.7)
(312, 7297, 278927, 6.7)
(313, 20478, 278927, 6.7)
(314, 420, 10138, 6.6)
(315, 33, 58595, 5.8)
(316, 16314, 58595, 5.8)
(317, 2, 102651, 7.0)
(318, 3036, 102651, 7.0)
(319, 16314, 102651, 7.0)
(320, 290, 119450, 7.3)
(321, 7076, 119450, 7.3)
(322, 22213, 119450, 7.3)
(323, 7299, 79698, 4.8)
(324, 8186, 79698, 4.8)
(325, 8187, 79698, 4.8)
(326, 8188, 79698, 4.8)
(327, 76098, 79698, 4.8)
(328, 76099, 79698, 4.8)
(329, 76100, 79698, 4.8)
(330, 2735, 64686, 5.9)
(331, 4403, 64686, 5.9)
(332, 6292, 64686, 5.9)
(333, 20478, 64686, 5.9)
(334, 20851, 64686, 5.9)
(335, 420, 100402, 7.6)
(336, 521, 10192, 6.0)
(337, 2, 158852, 6.2)
(338, 20656, 158852, 6.2)
(339, 59778, 158852, 6.2)
(340, 2, 177572, 7.8)
(341, 6125, 177572, 7.8)
(342, 6125, 82690, 7.1)
(343, 1867, 5255, 6.4)
(344, 4171, 5255, 6.4)
(345, 11395, 5255, 6.4)
(346, 306, 47933, 4.9)
(347, 347, 47933, 4.9)
(348, 22213, 47933, 4.9)
(349, 86561, 47933, 4.9)
(350, 521, 10191, 7.5)
(351, 829, 10191, 7.5)
(352, 20154, 10191, 7.5)
(353, 5, 296, 5.9)
(354, 763, 296, 5.9)
(355, 6194, 296, 5.9)
(356, 7340, 296, 5.9)
(357, 19116, 296, 5.9)
(358, 23636, 296, 5.9)
(359, 420, 118340, 7.9)
(360, 20478, 118340, 7.9)
(361, 54850, 118340, 7.9)
(362, 76043, 118340, 7.9)
(363, 4, 157336, 8.1)
(364, 923, 157336, 8.1)
(365, 6194, 157336, 8.1)
(366, 9996, 157336, 8.1)
(367, 13769, 157336, 8.1)
(368, 923, 27205, 8.1)
(369, 6194, 27205, 8.1)
(370, 9996, 27205, 8.1)
(371, 5896, 315011, 6.5)
(372, 49301, 315011, 6.5)
(373, 11, 49051, 7.0)
(374, 12, 49051, 7.0)
(375, 174, 49051, 7.0)
(376, 8411, 49051, 7.0)
(377, 33, 9799, 6.6)
(378, 333, 9799, 6.6)
(379, 26281, 9799, 6.6)
(380, 26282, 9799, 6.6)
(381, 4, 4922, 7.3)
(382, 6194, 4922, 7.3)
(383, 7383, 4922, 7.3)
(384, 289, 49538, 7.1)
(385, 290, 49538, 7.1)
(386, 306, 49538, 7.1)
(387, 431, 49538, 7.1)
(388, 444, 49538, 7.1)
(389, 6332, 49538, 7.1)
(390, 7505, 49538, 7.1)
(391, 9168, 49538, 7.1)
(392, 10893, 49538, 7.1)
(393, 264, 131634, 6.6)
(394, 1632, 131634, 6.6)
(395, 5420, 131634, 6.6)
(396, 2, 27022, 5.8)
(397, 130, 27022, 5.8)
(398, 831, 27022, 5.8)
(399, 8000, 27022, 5.8)
(400, 19097, 27022, 5.8)
(401, 449, 503, 5.5)
(402, 1633, 503, 5.5)
(403, 6194, 503, 5.5)
(404, 14024, 503, 5.5)
(405, 18990, 503, 5.5)
(406, 19943, 503, 5.5)
(407, 2, 241259, 6.5)
(408, 598, 241259, 6.5)
(409, 8601, 241259, 6.5)
(410, 16314, 241259, 6.5)
(411, 37455, 241259, 6.5)
(412, 27, 810, 6.0)
(413, 521, 810, 6.0)
(414, 33, 68735, 6.3)
(415, 507, 68735, 6.3)
(416, 923, 68735, 6.3)
(417, 16028, 68735, 6.3)
(418, 4, 87101, 5.8)
(419, 13184, 87101, 5.8)
(420, 82819, 87101, 5.8)
(421, 444, 10140, 6.2)
(422, 711, 10140, 6.2)
(423, 10221, 10140, 6.2)
(424, 130, 676, 6.6)
(425, 9195, 676, 6.6)
(426, 4, 1858, 6.6)
(427, 27, 1858, 6.6)
(428, 56, 1858, 6.6)
(429, 435, 1858, 6.6)
(430, 2481, 1858, 6.6)
(431, 12247, 1858, 6.6)
(432, 20011, 1858, 6.6)
(433, 22826, 1858, 6.6)
(434, 76043, 1858, 6.6)
(435, 591, 1966, 5.6)
(436, 763, 1966, 5.6)
(437, 866, 1966, 5.6)
(438, 4588, 1966, 5.6)
(439, 6194, 1966, 5.6)
(440, 10926, 1966, 5.6)
(441, 19116, 1966, 5.6)
(442, 54997, 1966, 5.6)
(443, 6194, 675, 7.4)
(444, 7364, 675, 7.4)
(445, 462, 674, 7.5)
(446, 6194, 674, 7.5)
(447, 7364, 674, 7.5)
(448, 5, 8960, 6.2)
(449, 433, 8960, 6.2)
(450, 675, 8960, 6.2)
(451, 7295, 8960, 6.2)
(452, 12485, 8960, 6.2)
(453, 28064, 8960, 6.2)
(454, 41756, 8960, 6.2)
(455, 79, 6479, 6.9)
(456, 333, 6479, 6.9)
(457, 433, 6479, 6.9)
(458, 6194, 6479, 6.9)
(459, 7364, 6479, 6.9)
(460, 12485, 6479, 6.9)
(461, 79, 118, 6.7)
(462, 80, 118, 6.7)
(463, 6194, 118, 6.7)
(464, 8601, 118, 6.7)
(465, 45778, 118, 6.7)
(466, 55512, 118, 6.7)
(467, 2, 2062, 7.5)
(468, 3, 2062, 7.5)
(469, 429, 272, 7.5)
(470, 923, 272, 7.5)
(471, 6194, 272, 7.5)
(472, 9993, 272, 7.5)
(473, 9996, 272, 7.5)
(474, 19231, 272, 7.5)
(475, 521, 10527, 6.2)
(476, 306, 18360, 5.9)
(477, 436, 18360, 5.9)
(478, 444, 18360, 5.9)
(479, 2575, 18360, 5.9)
(480, 10224, 18360, 5.9)
(481, 20478, 18360, 5.9)
(482, 289, 2080, 6.2)
(483, 306, 2080, 6.2)
(484, 431, 2080, 6.2)
(485, 444, 2080, 6.2)
(486, 9076, 2080, 6.2)
(487, 9168, 2080, 6.2)
(488, 10893, 2080, 6.2)
(489, 19551, 2080, 6.2)
(490, 79, 605, 6.4)
(491, 172, 605, 6.4)
(492, 1885, 605, 6.4)
(493, 6194, 605, 6.4)
(494, 2, 109445, 7.3)
(495, 6125, 109445, 7.3)
(496, 79, 604, 6.7)
(497, 172, 604, 6.7)
(498, 375, 604, 6.7)
(499, 1885, 604, 6.7)
(500, 6194, 604, 6.7)
(501, 420, 76338, 6.8)
(502, 79, 76341, 7.2)
(503, 2537, 76341, 7.2)
(504, 6194, 76341, 7.2)
(505, 5, 13448, 6.5)
(506, 23, 13448, 6.5)
(507, 5561, 13448, 6.5)
(508, 8253, 13448, 6.5)
(509, 420, 10195, 6.6)
(510, 6125, 13053, 6.3)
(511, 2, 19585, 5.1)
(512, 130, 19585, 5.1)
(513, 3639, 19585, 5.1)
(514, 923, 57165, 5.5)
(515, 3528, 57165, 5.5)
(516, 6194, 57165, 5.5)
(517, 24175, 57165, 5.5)
(518, 24176, 57165, 5.5)
(519, 79, 62213, 5.7)
(520, 2691, 62213, 5.7)
(521, 3281, 62213, 5.7)
(522, 6194, 62213, 5.7)
(523, 8601, 62213, 5.7)
(524, 9228, 62213, 5.7)
(525, 20004, 62213, 5.7)
(526, 4, 177677, 7.1)
(527, 6277, 177677, 7.1)
(528, 11413, 177677, 7.1)
(529, 11461, 177677, 7.1)
(530, 21777, 177677, 7.1)
(531, 69484, 177677, 7.1)
(532, 69485, 177677, 7.1)
(533, 33, 7978, 5.5)
(534, 4403, 7978, 5.5)
(535, 7295, 7978, 5.5)
(536, 520, 5559, 5.7)
(537, 521, 5559, 5.7)
(538, 1903, 5559, 5.7)
(539, 521, 49444, 6.7)
(540, 4, 10196, 4.7)
(541, 2348, 10196, 4.7)
(542, 7383, 10196, 4.7)
(543, 8805, 10196, 4.7)
(544, 12236, 10196, 4.7)
(545, 4, 956, 6.5)
(546, 44, 956, 6.5)
(547, 264, 956, 6.5)
(548, 658, 956, 6.5)
(549, 2269, 956, 6.5)
(550, 14714, 956, 6.5)
(551, 22102, 956, 6.5)
(552, 5, 117251, 6.4)
(553, 347, 117251, 6.4)
(554, 34981, 117251, 6.4)
(555, 34982, 117251, 6.4)
(556, 6125, 50321, 5.5)
(557, 297, 11619, 6.0)
(558, 521, 11619, 6.0)
(559, 6194, 266647, 5.9)
(560, 20478, 266647, 5.9)
(561, 27711, 266647, 5.9)
(562, 41624, 266647, 5.9)
(563, 520, 82703, 6.7)
(564, 521, 82703, 6.7)
(565, 73951, 82703, 6.7)
(566, 73952, 82703, 6.7)
(567, 81, 652, 6.9)
(568, 6194, 652, 6.9)
(569, 7636, 652, 6.9)
(570, 18990, 652, 6.9)
(571, 19107, 652, 6.9)
(572, 19108, 652, 6.9)
(573, 521, 80321, 6.4)
(574, 7576, 36669, 5.8)
(575, 5, 43074, 5.3)
(576, 79, 43074, 5.3)
(577, 4607, 43074, 5.3)
(578, 34034, 43074, 5.3)
(579, 61791, 43074, 5.3)
(580, 84041, 43074, 5.3)
(581, 84042, 43074, 5.3)
(582, 130, 95, 6.4)
(583, 9195, 95, 6.4)
(584, 11533, 95, 6.4)
(585, 5, 608, 6.0)
(586, 56, 608, 6.0)
(587, 441, 608, 6.0)
(588, 49325, 608, 6.0)
(589, 4, 2310, 5.5)
(590, 2265, 2310, 5.5)
(591, 11395, 2310, 5.5)
(592, 24955, 2310, 5.5)
(593, 306, 140300, 6.7)
(594, 521, 140300, 6.7)
(595, 40890, 140300, 6.7)
(596, 76266, 140300, 6.7)
(597, 4, 56292, 6.8)
(598, 6277, 56292, 6.8)
(599, 11461, 56292, 6.8)
(600, 21777, 56292, 6.8)
(601, 76043, 56292, 6.8)
(602, 76067, 56292, 6.8)
(603, 521, 81188, 7.1)
(604, 23, 7552, 5.9)
(605, 441, 7552, 5.9)
(606, 76714, 7552, 5.9)
(607, 44, 616, 7.3)
(608, 6194, 616, 7.3)
(609, 14718, 616, 7.3)
(610, 20634, 616, 7.3)
(611, 1645, 147441, 5.6)
(612, 7076, 147441, 5.6)
(613, 20656, 147441, 5.6)
(614, 52184, 147441, 5.6)
(615, 4, 13475, 7.4)
(616, 158, 13475, 7.4)
(617, 11461, 13475, 7.4)
(618, 23419, 13475, 7.4)
(619, 5, 557, 6.8)
(620, 19551, 557, 6.8)
(621, 521, 82702, 7.6)
(622, 20154, 82702, 7.6)
(623, 491, 205584, 5.3)
(624, 908, 205584, 5.3)
(625, 3528, 205584, 5.3)
(626, 72441, 205584, 5.3)
(627, 88715, 205584, 5.3)
(628, 326, 10048, 4.9)
(629, 333, 10048, 4.9)
(630, 441, 10048, 4.9)
(631, 11317, 10048, 4.9)
(632, 19523, 10048, 4.9)
(633, 4, 13183, 7.0)
(634, 429, 13183, 7.0)
(635, 840, 13183, 7.0)
(636, 923, 13183, 7.0)
(637, 6194, 13183, 7.0)
(638, 78685, 13183, 7.0)
(639, 1885, 944, 6.3)
(640, 5739, 944, 6.3)
(641, 6194, 944, 6.3)
(642, 33, 1927, 5.3)
(643, 10565, 1927, 5.3)
(644, 11533, 1927, 5.3)
(645, 19551, 1927, 5.3)
(646, 4, 72559, 5.4)
(647, 435, 72559, 5.4)
(648, 2598, 72559, 5.4)
(649, 6277, 72559, 5.4)
(650, 8411, 72559, 5.4)
(651, 19719, 72559, 5.4)
(652, 4, 7364, 5.7)
(653, 2233, 7364, 5.7)
(654, 2234, 7364, 5.7)
(655, 2235, 7364, 5.7)
(656, 2767, 7364, 5.7)
(657, 4169, 7364, 5.7)
(658, 12124, 7364, 5.7)
(659, 12125, 7364, 5.7)
(660, 12126, 7364, 5.7)
(661, 19481, 7364, 5.7)
(662, 5, 2114, 5.9)
(663, 4164, 2114, 5.9)
(664, 20033, 2114, 5.9)
(665, 420, 1771, 6.6)
(666, 7576, 36643, 6.0)
(667, 8411, 36643, 6.0)
(668, 33, 8619, 6.9)
(669, 306, 8619, 6.9)
(670, 9118, 8619, 6.9)
(671, 53009, 8619, 6.9)
(672, 491, 50620, 6.1)
(673, 5219, 50620, 6.1)
(674, 12292, 50620, 6.1)
(675, 79, 65759, 5.8)
(676, 6194, 65759, 5.8)
(677, 28381, 65759, 5.8)
(678, 28382, 65759, 5.8)
(679, 33, 1724, 6.1)
(680, 420, 1724, 6.1)
(681, 11533, 1724, 6.1)
(682, 25121, 1724, 6.1)
(683, 2, 267935, 6.0)
(684, 56, 267935, 6.0)
(685, 7294, 267935, 6.0)
(686, 7383, 267935, 6.0)
(687, 10221, 267935, 6.0)
(688, 508, 281957, 7.3)
(689, 562, 281957, 7.3)
(690, 8870, 281957, 7.3)
(691, 10039, 281957, 7.3)
(692, 10104, 281957, 7.3)
(693, 13796, 281957, 7.3)
(694, 28732, 281957, 7.3)
(695, 52660, 281957, 7.3)
(696, 77845, 281957, 7.3)
(697, 521, 77950, 6.1)
(698, 4, 44896, 6.6)
(699, 2348, 44896, 6.6)
(700, 3281, 44896, 6.6)
(701, 10262, 44896, 6.6)
(702, 24955, 44896, 6.6)
(703, 521, 270946, 6.5)
(704, 33, 2503, 7.3)
(705, 862, 2503, 7.3)
(706, 11347, 2503, 7.3)
(707, 11348, 2503, 7.3)
(708, 11349, 2503, 7.3)
(709, 521, 9502, 6.9)
(710, 420, 102899, 7.0)
(711, 1632, 101299, 7.4)
(712, 5420, 101299, 7.4)
(713, 306, 228161, 6.8)
(714, 521, 228161, 6.8)
(715, 4, 74, 6.2)
(716, 27, 74, 6.2)
(717, 44, 74, 6.2)
(718, 56, 74, 6.2)
(719, 441, 8961, 6.3)
(720, 10288, 8961, 6.3)
(721, 7, 417859, 6.4)
(722, 5, 27576, 6.2)
(723, 435, 27576, 6.2)
(724, 7295, 27576, 6.2)
(725, 11845, 27576, 6.2)
(726, 4, 86834, 5.6)
(727, 508, 86834, 5.6)
(728, 7503, 86834, 5.6)
(729, 10256, 86834, 5.6)
(730, 4, 17578, 6.7)
(731, 5, 17578, 6.7)
(732, 11, 17578, 6.7)
(733, 56, 17578, 6.7)
(734, 2348, 17578, 6.7)
(735, 7383, 17578, 6.7)
(736, 9169, 17578, 6.7)
(737, 436, 673, 7.7)
(738, 437, 673, 7.7)
(739, 6194, 673, 7.7)
(740, 240, 6972, 6.3)
(741, 289, 6972, 6.3)
(742, 306, 6972, 6.3)
(743, 6332, 6972, 6.3)
(744, 7888, 6972, 6.3)
(745, 5, 82700, 5.0)
(746, 12236, 82700, 5.0)
(747, 12485, 82700, 5.0)
(748, 2, 10567, 6.2)
(749, 10217, 10567, 6.2)
(750, 306, 181533, 6.1)
(751, 436, 181533, 6.1)
(752, 2575, 181533, 6.1)
(753, 20478, 181533, 6.1)
(754, 22213, 181533, 6.1)
(755, 521, 38055, 6.7)
(756, 436, 671, 7.5)
(757, 6194, 671, 7.5)
(758, 7364, 671, 7.5)
(759, 33, 49524, 5.4)
(760, 333, 49524, 5.4)
(761, 552, 49524, 5.4)
(762, 2, 22, 7.5)
(763, 130, 22, 7.5)
(764, 1632, 131631, 6.6)
(765, 5420, 131631, 6.6)
(766, 5, 591, 6.5)
(767, 23, 591, 6.5)
(768, 8253, 591, 6.5)
(769, 19927, 591, 6.5)
(770, 9383, 172385, 6.3)
(771, 11749, 172385, 6.3)
(772, 306, 36658, 6.8)
(773, 431, 36658, 6.8)
(774, 9168, 36658, 6.8)
(775, 19551, 36658, 6.8)
(776, 79026, 36658, 6.8)
(777, 79027, 36658, 6.8)
(778, 33, 51497, 7.1)
(779, 333, 51497, 7.1)
(780, 1225, 51497, 7.1)
(781, 79, 58574, 7.0)
(782, 1885, 58574, 7.0)
(783, 2723, 58574, 7.0)
(784, 6194, 58574, 7.0)
(785, 23202, 58574, 7.0)
(786, 80, 18823, 5.6)
(787, 923, 18823, 5.6)
(788, 3528, 18823, 5.6)
(789, 6194, 18823, 5.6)
(790, 20478, 18823, 5.6)
(791, 559, 861, 7.1)
(792, 14723, 861, 7.1)
(793, 80461, 861, 7.1)
(794, 9195, 1911, 6.4)
(795, 33, 49040, 6.0)
(796, 6452, 49040, 6.0)
(797, 7295, 49040, 6.0)
(798, 7383, 49040, 6.0)
(799, 25716, 49040, 6.0)
(800, 1382, 415, 4.2)
(801, 6194, 415, 4.2)
(802, 23, 8871, 6.2)
(803, 33, 8871, 6.2)
(804, 35, 435, 6.2)
(805, 306, 435, 6.2)
(806, 347, 435, 6.2)
(807, 11362, 435, 6.2)
(808, 54502, 435, 6.2)
(809, 4, 955, 5.9)
(810, 44, 955, 5.9)
(811, 51199, 955, 5.9)
(812, 6194, 2133, 6.2)
(813, 16061, 2133, 6.2)
(814, 18990, 2133, 6.2)
(815, 289, 1979, 5.4)
(816, 306, 1979, 5.4)
(817, 436, 1979, 5.4)
(818, 444, 1979, 5.4)
(819, 5755, 1979, 5.4)
(820, 10881, 1979, 5.4)
(821, 19551, 1979, 5.4)
(822, 289, 87827, 7.2)
(823, 290, 87827, 7.2)
(824, 444, 87827, 7.2)
(825, 711, 87827, 7.2)
(826, 10893, 87827, 7.2)
(827, 13480, 87827, 7.2)
(828, 441, 1250, 5.2)
(829, 7295, 1250, 5.2)
(830, 11370, 1250, 5.2)
(831, 19551, 1250, 5.2)
(832, 20241, 1250, 5.2)
(833, 20475, 1250, 5.2)
(834, 20476, 1250, 5.2)
(835, 862, 324668, 5.9)
(836, 25716, 324668, 5.9)
(837, 29313, 324668, 5.9)
(838, 31922, 324668, 5.9)
(839, 83871, 324668, 5.9)
(840, 5, 9471, 5.2)
(841, 4022, 9471, 5.2)
(842, 10239, 9471, 5.2)
(843, 19813, 9471, 5.2)
(844, 306, 70981, 6.3)
(845, 444, 70981, 6.3)
(846, 1645, 70981, 6.3)
(847, 19747, 70981, 6.3)
(848, 5, 10996, 5.4)
(849, 5752, 10996, 5.4)
(850, 559, 68724, 6.4)
(851, 2531, 68724, 6.4)
